season,character_cast,episode
1,Eddard Stark,1
1,Robert Baratheon,1
1,Jaime Lannister,1
1,Catelyn Stark,1
1,Cersei Lannister,1
1,Daenerys Targaryen,1
1,Jorah Mormont,1
1,Viserys Targaryen,1
1,Jon Snow,1
1,Sansa Stark,1
1,Arya Stark,1
1,Robb Stark,1
1,Theon Greyjoy,1
1,Bran Stark,1
1,Joffrey Baratheon,1
1,Sandor Clegane,1
1,Tyrion Lannister,1
1,Maester Luwin,1
1,Jory Cassel,1
1,Rodrik Cassel,1
1,Benjen Stark,1
1,Illyrio Mopatis,1
1,Qotho,1
1,Ros,1
1,Septa Mordane,1
1,Will,1
1,Jon Arryn,1
1,Waymar Royce,1
1,Gared,1
1,Rickon Stark,1
1,Tommen Baratheon,1
1,Myrcella Baratheon,1
1,Hodor,1
1,Pentoshi Servant,1
1,Wight Wildling Girl,1
1,Khal Drogo,1
1,Winterfell Beekeeper,1
1,Tommy,1
1,Mikken,1
1,King's Guard,1
1,Eddard Stark,2
1,Robert Baratheon,2
1,Jaime Lannister,2
1,Catelyn Stark,2
1,Cersei Lannister,2
1,Daenerys Targaryen,2
1,Jorah Mormont,2
1,Viserys Targaryen,2
1,Jon Snow,2
1,Sansa Stark,2
1,Arya Stark,2
1,Robb Stark,2
1,Theon Greyjoy,2
1,Bran Stark,2
1,Joffrey Baratheon,2
1,Sandor Clegane,2
1,Tyrion Lannister,2
1,Maester Luwin,2
1,Jory Cassel,2
1,Rodrik Cassel,2
1,Benjen Stark,2
1,Doreah,2
1,Qotho,2
1,Irri,2
1,Jhiqui,2
1,Ilyn Payne,2
1,Mycah,2
1,Rast,2
1,Catspaw Assassin,2
1,Lannister Guard,2
1,Tommen Baratheon,2
1,Myrcella Baratheon,2
1,Khal Drogo,2
1,Knight,2
1,Baratheon Guard,2
1,Mikken,2
1,Northern Bannerman,2
1,Eddard Stark,3
1,Robert Baratheon,3
1,Jaime Lannister,3
1,Catelyn Stark,3
1,Cersei Lannister,3
1,Daenerys Targaryen,3
1,Jorah Mormont,3
1,Petyr Baelish,3
1,Viserys Targaryen,3
1,Jon Snow,3
1,Sansa Stark,3
1,Arya Stark,3
1,Bran Stark,3
1,Robb Stark,3
1,Joffrey Baratheon,3
1,Tyrion Lannister,3
1,Lord Varys,3
1,Jeor Mormont,3
1,Alliser Thorne,3
1,Jory Cassel,3
1,Barristan Selmy,3
1,Rodrik Cassel,3
1,Benjen Stark,3
1,Yoren,3
1,Grand Maester Pycelle,3
1,Renly Baratheon,3
1,Maester Aemon,3
1,Syrio Forel,3
1,Old Nan,3
1,Septa Mordane,3
1,Royal Steward,3
1,Grenn,3
1,Pypar,3
1,Rast,3
1,Rakharo,3
1,Irri,3
1,Lancel Lannister,3
1,Drunk Patron,3
1,King's Landing Whore,3
1,Khal Drogo,3
1,Eddard Stark,4
1,Robert Baratheon,4
1,Jaime Lannister,4
1,Catelyn Stark,4
1,Cersei Lannister,4
1,Daenerys Targaryen,4
1,Jorah Mormont,4
1,Petyr Baelish,4
1,Viserys Targaryen,4
1,Jon Snow,4
1,Sansa Stark,4
1,Arya Stark,4
1,Robb Stark,4
1,Theon Greyjoy,4
1,Bran Stark,4
1,Joffrey Baratheon,4
1,Sandor Clegane,4
1,Tyrion Lannister,4
1,Maester Luwin,4
1,Lord Varys,4
1,Bronn,4
1,Alliser Thorne,4
1,Jory Cassel,4
1,Rodrik Cassel,4
1,Yoren,4
1,Barristan Selmy,4
1,Janos Slynt,4
1,Grand Maester Pycelle,4
1,Renly Baratheon,4
1,Marillion,4
1,Septa Mordane,4
1,Old Nan,4
1,Samwell Tarly,4
1,Grenn,4
1,Pypar,4
1,Rast,4
1,Gregor Clegane,4
1,Irri,4
1,Doreah,4
1,Hodor,4
1,Hugh of the Vale,4
1,Gendry,4
1,Tobho Mott,4
1,Tommen Baratheon,4
1,Myrcella Baratheon,4
1,Kurleket,4
1,Knight of House Frey,4
1,Willis Wode,4
1,Masha Heddle,4
1,Khal Drogo,4
1,Lancel Lannister,4
1,Eddard Stark,5
1,Robert Baratheon,5
1,Jaime Lannister,5
1,Catelyn Stark,5
1,Cersei Lannister,5
1,Petyr Baelish,5
1,Sansa Stark,5
1,Arya Stark,5
1,Theon Greyjoy,5
1,Bran Stark,5
1,Joffrey Baratheon,5
1,Sandor Clegane,5
1,Tyrion Lannister,5
1,Maester Luwin,5
1,Lord Varys,5
1,Jory Cassel,5
1,Rodrik Cassel,5
1,Bronn,5
1,Yoren,5
1,Barristan Selmy,5
1,Lysa Arryn,5
1,Grand Maester Pycelle,5
1,Renly Baratheon,5
1,Illyrio Mopatis,5
1,Marillion,5
1,Loras Tyrell,5
1,Gregor Clegane,5
1,Mord,5
1,Septa Mordane,5
1,Ros,5
1,Hugh of the Vale,5
1,Robin Arryn,5
1,Vardis Egen,5
1,Royal Steward,5
1,Goldcloak,5
1,Kurleket,5
1,Lancel Lannister,5
1,Mhaegen,5
1,King's Landing Whore,5
1,Tommen Baratheon,5
1,Myrcella Baratheon,5
1,Willis Wode,5
1,Peasant,5
1,Eddard Stark,6
1,Robert Baratheon,6
1,Catelyn Stark,6
1,Cersei Lannister,6
1,Daenerys Targaryen,6
1,Jorah Mormont,6
1,Petyr Baelish,6
1,Viserys Targaryen,6
1,Robb Stark,6
1,Sansa Stark,6
1,Arya Stark,6
1,Theon Greyjoy,6
1,Bran Stark,6
1,Joffrey Baratheon,6
1,Tyrion Lannister,6
1,Bronn,6
1,Rodrik Cassel,6
1,Barristan Selmy,6
1,Loras Tyrell,6
1,Lysa Arryn,6
1,Grand Maester Pycelle,6
1,Renly Baratheon,6
1,Marillion,6
1,Syrio Forel,6
1,Mord,6
1,Septa Mordane,6
1,Osha,6
1,Robin Arryn,6
1,Ros,6
1,Irri,6
1,Doreah,6
1,Hodor,6
1,Vardis Egen,6
1,Rakharo,6
1,Qotho,6
1,Lancel Lannister,6
1,Dothraki Crone,6
1,Joss,6
1,Stiv,6
1,Knight of House Lynderly,6
1,Eon Hunter,6
1,Night's Watch Deserter,6
1,Beric Dondarrion,6
1,Khal Drogo,6
1,Eddard Stark,7
1,Robert Baratheon,7
1,Jaime Lannister,7
1,Cersei Lannister,7
1,Daenerys Targaryen,7
1,Jorah Mormont,7
1,Petyr Baelish,7
1,Jon Snow,7
1,Theon Greyjoy,7
1,Joffrey Baratheon,7
1,Sandor Clegane,7
1,Maester Luwin,7
1,Lord Varys,7
1,Jeor Mormont,7
1,Alliser Thorne,7
1,Tywin Lannister,7
1,Barristan Selmy,7
1,Samwell Tarly,7
1,Maester Aemon,7
1,Grand Maester Pycelle,7
1,Renly Baratheon,7
1,Janos Slynt,7
1,Osha,7
1,Ros,7
1,Grenn,7
1,Pypar,7
1,Rast,7
1,Irri,7
1,Doreah,7
1,Rakharo,7
1,Qotho,7
1,Royal Steward,7
1,Wine Merchant,7
1,Armeca,7
1,Varly,7
1,Othell Yarwyck,7
1,Jaremy Rykker,7
1,Night's Watch Officer,7
1,Tomard,7
1,Little Bird,7
1,Khal Drogo,7
1,Eddard Stark,8
1,Catelyn Stark,8
1,Cersei Lannister,8
1,Daenerys Targaryen,8
1,Jorah Mormont,8
1,Petyr Baelish,8
1,Jon Snow,8
1,Robb Stark,8
1,Sansa Stark,8
1,Arya Stark,8
1,Theon Greyjoy,8
1,Bran Stark,8
1,Joffrey Baratheon,8
1,Sandor Clegane,8
1,Tyrion Lannister,8
1,Maester Luwin,8
1,Lord Varys,8
1,Bronn,8
1,Jeor Mormont,8
1,Alliser Thorne,8
1,Rodrik Cassel,8
1,Tywin Lannister,8
1,Barristan Selmy,8
1,Samwell Tarly,8
1,Grand Maester Pycelle,8
1,Syrio Forel,8
1,Lysa Arryn,8
1,Janos Slynt,8
1,Osha,8
1,Septa Mordane,8
1,Greatjon Umber,8
1,Grenn,8
1,Pypar,8
1,Rast,8
1,Shagga,8
1,Mirri Maz Duur,8
1,Irri,8
1,Doreah,8
1,Hodor,8
1,Rakharo,8
1,Qotho,8
1,Royal Steward,8
1,Kevan Lannister,8
1,Robin Arryn,8
1,Rickon Stark,8
1,Meryn Trant,8
1,Lannister Messenger,8
1,Vayon Poole,8
1,Night's Watch Messenger,8
1,Othell Yarwyck,8
1,Lannister Scout,8
1,Stark Guard,8
1,Red Keep Stableboy,8
1,Khal Drogo,8
1,Lord Galbart Glover,8
1,Mago,8
1,Night's Watch Officer,8
1,Timett,8
1,Eddard Stark,9
1,Catelyn Stark,9
1,Jaime Lannister,9
1,Cersei Lannister,9
1,Daenerys Targaryen,9
1,Jorah Mormont,9
1,Petyr Baelish,9
1,Jon Snow,9
1,Robb Stark,9
1,Sansa Stark,9
1,Arya Stark,9
1,Theon Greyjoy,9
1,Joffrey Baratheon,9
1,Sandor Clegane,9
1,Tyrion Lannister,9
1,Lord Varys,9
1,Bronn,9
1,Jeor Mormont,9
1,Rodrik Cassel,9
1,Tywin Lannister,9
1,Yoren,9
1,Samwell Tarly,9
1,Grand Maester Pycelle,9
1,Maester Aemon,9
1,Shae,9
1,Walder Frey,9
1,Greatjon Umber,9
1,Ilyn Payne,9
1,Grenn,9
1,Pypar,9
1,Rast,9
1,Shagga,9
1,Mirri Maz Duur,9
1,Irri,9
1,Doreah,9
1,Rakharo,9
1,Qotho,9
1,Kevan Lannister,9
1,King's Landing Baker,9
1,Night's Watchman,9
1,Stevron Frey,9
1,Ryger Rivers,9
1,King's Landing Urchin,9
1,Khal Drogo,9
1,Janos Slynt,9
1,Joyeuse Frey,9
1,Leo Lefford,9
1,Timett,9
1,Eddard Stark,10
1,Catelyn Stark,10
1,Jaime Lannister,10
1,Cersei Lannister,10
1,Daenerys Targaryen,10
1,Jorah Mormont,10
1,Petyr Baelish,10
1,Jon Snow,10
1,Robb Stark,10
1,Sansa Stark,10
1,Arya Stark,10
1,Theon Greyjoy,10
1,Bran Stark,10
1,Joffrey Baratheon,10
1,Sandor Clegane,10
1,Tyrion Lannister,10
1,Maester Luwin,10
1,Lord Varys,10
1,Bronn,10
1,Jeor Mormont,10
1,Rodrik Cassel,10
1,Tywin Lannister,10
1,Yoren,10
1,Samwell Tarly,10
1,Grand Maester Pycelle,10
1,Marillion,10
1,Shae,10
1,Osha,10
1,Ros,10
1,Greatjon Umber,10
1,Ilyn Payne,10
1,Grenn,10
1,Pypar,10
1,Mirri Maz Duur,10
1,Irri,10
1,Rakharo,10
1,Kevan Lannister,10
1,Hodor,10
1,Lancel Lannister,10
1,Gendry,10
1,Hot Pie,10
1,Lommy Greenhands,10
1,Rickon Stark,10
1,Meryn Trant,10
1,Rickard Karstark,10
1,Jonos Bracken,10
1,Leo Lefford,10
1,Addam Marbrand,10
1,Stark Guard,10
1,Khal Drogo,10
1,Lord Galbart Glover,10
1,Lannister Guard,10
2,Tyrion Lannister,1
2,Cersei Lannister,1
2,Jaime Lannister,1
2,Catelyn Stark,1
2,Daenerys Targaryen,1
2,Petyr Baelish,1
2,Jorah Mormont,1
2,Jon Snow,1
2,Davos Seaworth,1
2,Bran Stark,1
2,Robb Stark,1
2,Sansa Stark,1
2,Arya Stark,1
2,Theon Greyjoy,1
2,Samwell Tarly,1
2,Joffrey Baratheon,1
2,Sandor Clegane,1
2,Stannis Baratheon,1
2,Melisandre,1
2,Jeor Mormont,1
2,Bronn,1
2,Lord Varys,1
2,Shae,1
2,Maester Luwin,1
2,Rodrik Cassel,1
2,Grand Maester Pycelle,1
2,Craster,1
2,Osha,1
2,Maester Cressen,1
2,Grenn,1
2,Eddison Tollett,1
2,Gendry,1
2,Hot Pie,1
2,Lommy Greenhands,1
2,Doreah,1
2,Irri,1
2,Rakharo,1
2,Kovarro,1
2,Hodor,1
2,Ros,1
2,Janos Slynt,1
2,Matthos Seaworth,1
2,Dontos Hollard,1
2,Gilly,1
2,Alton Lannister,1
2,Meryn Trant,1
2,Northern Lord,1
2,Armeca,1
2,Daisy,1
2,Mhaegen,1
2,Myrcella Baratheon,1
2,Tommen Baratheon,1
2,Tobho Mott,1
2,Chella,1
2,Lord Portan,1
2,Tourney Herald,1
2,Marei,1
2,Male Prostitute,1
2,Young Nobleman,1
2,Selyse Baratheon,1
2,Night's Watch Officer,1
2,Field Worker,1
2,Craster's Daughter,1
2,Timett,1
2,Tyrion Lannister,2
2,Cersei Lannister,2
2,Daenerys Targaryen,2
2,Petyr Baelish,2
2,Jorah Mormont,2
2,Jon Snow,2
2,Davos Seaworth,2
2,Theon Greyjoy,2
2,Arya Stark,2
2,Stannis Baratheon,2
2,Melisandre,2
2,Bronn,2
2,Lord Varys,2
2,Samwell Tarly,2
2,Shae,2
2,Grand Maester Pycelle,2
2,Craster,2
2,Balon Greyjoy,2
2,Yoren,2
2,Janos Slynt,2
2,Jaqen H'ghar,2
2,Gendry,2
2,Grenn,2
2,Eddison Tollett,2
2,Doreah,2
2,Irri,2
2,Kovarro,2
2,Hot Pie,2
2,Lommy Greenhands,2
2,Ros,2
2,Rorge,2
2,Yara Greyjoy,2
2,Matthos Seaworth,2
2,Salladhor Saan,2
2,Gilly,2
2,Alton Lannister,2
2,Captain's Daughter,2
2,Armeca,2
2,Lordsport Dockhand,2
2,Biter,2
2,Podrick Payne,2
2,White Walker,2
2,Goldcloak,2
2,Brothel Customer,2
2,Marei,2
2,Male Prostitute,2
2,Tyrion Lannister,3
2,Cersei Lannister,3
2,Catelyn Stark,3
2,Petyr Baelish,3
2,Jon Snow,3
2,Theon Greyjoy,3
2,Bran Stark,3
2,Sansa Stark,3
2,Arya Stark,3
2,Samwell Tarly,3
2,Margaery Tyrell,3
2,Jeor Mormont,3
2,Bronn,3
2,Lord Varys,3
2,Shae,3
2,Maester Luwin,3
2,Rodrik Cassel,3
2,Grand Maester Pycelle,3
2,Craster,3
2,Balon Greyjoy,3
2,Yoren,3
2,Renly Baratheon,3
2,Gendry,3
2,Jaqen H'ghar,3
2,Brienne of Tarth,3
2,Loras Tyrell,3
2,Hot Pie,3
2,Lommy Greenhands,3
2,Yara Greyjoy,3
2,Hodor,3
2,Gilly,3
2,Amory Lorch,3
2,Polliver,3
2,Rorge,3
2,Biter,3
2,Drowned Priest,3
2,Myrcella Baratheon,3
2,Tommen Baratheon,3
2,Daisy,3
2,Timett,3
2,Gerald,3
2,Colen of Greenpools,3
2,Goldcloak,3
2,Tyrell Soldier,3
2,Night's Watch Officer,3
2,Tyrion Lannister,4
2,Catelyn Stark,4
2,Daenerys Targaryen,4
2,Petyr Baelish,4
2,Jorah Mormont,4
2,Tywin Lannister,4
2,Davos Seaworth,4
2,Joffrey Baratheon,4
2,Robb Stark,4
2,Sansa Stark,4
2,Arya Stark,4
2,Stannis Baratheon,4
2,Melisandre,4
2,Margaery Tyrell,4
2,Bronn,4
2,Sandor Clegane,4
2,Renly Baratheon,4
2,Spice King,4
2,Xaro Xhoan Daxos,4
2,Roose Bolton,4
2,Gendry,4
2,Lancel Lannister,4
2,Talisa Maegyr,4
2,Brienne of Tarth,4
2,Pyat Pree,4
2,Doreah,4
2,Irri,4
2,Kovarro,4
2,Hot Pie,4
2,Loras Tyrell,4
2,Ros,4
2,Gregor Clegane,4
2,Meryn Trant,4
2,Dontos Hollard,4
2,The Tickler,4
2,Lannister Guard,4
2,Rennick,4
2,Polliver,4
2,Daisy,4
2,Old Woman Prisoner,4
2,Amory Lorch,4
2,Wounded Lannister,4
2,Tortured Prisoner,4
2,Silk King,4
2,Field Worker,4
2,Tyrion Lannister,5
2,Cersei Lannister,5
2,Catelyn Stark,5
2,Daenerys Targaryen,5
2,Petyr Baelish,5
2,Jorah Mormont,5
2,Jon Snow,5
2,Tywin Lannister,5
2,Davos Seaworth,5
2,Theon Greyjoy,5
2,Samwell Tarly,5
2,Bran Stark,5
2,Arya Stark,5
2,Stannis Baratheon,5
2,Margaery Tyrell,5
2,Jeor Mormont,5
2,Bronn,5
2,Maester Luwin,5
2,Hallyne,5
2,Rodrik Cassel,5
2,Brienne of Tarth,5
2,Osha,5
2,Renly Baratheon,5
2,Pyat Pree,5
2,Jaqen H'ghar,5
2,Gendry,5
2,Lancel Lannister,5
2,Qhorin Halfhand,5
2,Grenn,5
2,Loras Tyrell,5
2,Eddison Tollett,5
2,Doreah,5
2,Irri,5
2,Kovarro,5
2,Xaro Xhoan Daxos,5
2,Yara Greyjoy,5
2,Hodor,5
2,Hot Pie,5
2,Dagmer Cleftjaw,5
2,Black Lorren,5
2,Amory Lorch,5
2,Protestor,5
2,Quaithe,5
2,Reginald Lannister,5
2,Rickon Stark,5
2,Myrcella Baratheon,5
2,The Tickler,5
2,Winterfell Shepherd,5
2,Qartheen Woman,5
2,Silk King,5
2,Tyrion Lannister,6
2,Cersei Lannister,6
2,Catelyn Stark,6
2,Daenerys Targaryen,6
2,Petyr Baelish,6
2,Jon Snow,6
2,Tywin Lannister,6
2,Bran Stark,6
2,Robb Stark,6
2,Sansa Stark,6
2,Arya Stark,6
2,Theon Greyjoy,6
2,Joffrey Baratheon,6
2,Shae,6
2,Sandor Clegane,6
2,Maester Luwin,6
2,Rodrik Cassel,6
2,Osha,6
2,Roose Bolton,6
2,Xaro Xhoan Daxos,6
2,Spice King,6
2,Jaqen H'ghar,6
2,Ygritte,6
2,Brienne of Tarth,6
2,Talisa Maegyr,6
2,Qhorin Halfhand,6
2,Dagmer Cleftjaw,6
2,Meryn Trant,6
2,Amory Lorch,6
2,Black Lorren,6
2,Irri,6
2,Hodor,6
2,Kovarro,6
2,High Septon,6
2,Farlen,6
2,Drennan,6
2,Myrcella Baratheon,6
2,Rickon Stark,6
2,Tommen Baratheon,6
2,Lannister Captain,6
2,Jacks,6
2,Quent,6
2,Tyrion Lannister,7
2,Cersei Lannister,7
2,Jaime Lannister,7
2,Catelyn Stark,7
2,Daenerys Targaryen,7
2,Jorah Mormont,7
2,Jon Snow,7
2,Tywin Lannister,7
2,Bran Stark,7
2,Robb Stark,7
2,Sansa Stark,7
2,Arya Stark,7
2,Theon Greyjoy,7
2,Shae,7
2,Sandor Clegane,7
2,Maester Luwin,7
2,Pyat Pree,7
2,Spice King,7
2,Xaro Xhoan Daxos,7
2,Osha,7
2,Roose Bolton,7
2,Ygritte,7
2,Brienne of Tarth,7
2,Talisa Maegyr,7
2,Dagmer Cleftjaw,7
2,Quaithe,7
2,Rickard Karstark,7
2,Alton Lannister,7
2,Black Lorren,7
2,Hodor,7
2,Kovarro,7
2,Gregor Clegane,7
2,Rickon Stark,7
2,Winterfell Shepherd,7
2,Bernadette,7
2,Theon's Master of Hounds,7
2,Silk King,7
2,Torrhen Karstark,7
2,Farlen,7
2,Drennan,7
2,Jacks,7
2,Stark Guard,7
2,Quent,7
2,Stark Guard,7
2,Tyrion Lannister,8
2,Cersei Lannister,8
2,Jaime Lannister,8
2,Catelyn Stark,8
2,Daenerys Targaryen,8
2,Jorah Mormont,8
2,Jon Snow,8
2,Tywin Lannister,8
2,Davos Seaworth,8
2,Joffrey Baratheon,8
2,Bran Stark,8
2,Robb Stark,8
2,Arya Stark,8
2,Theon Greyjoy,8
2,Samwell Tarly,8
2,Stannis Baratheon,8
2,Shae,8
2,Bronn,8
2,Lord Varys,8
2,Maester Luwin,8
2,Osha,8
2,Talisa Maegyr,8
2,Roose Bolton,8
2,Jaqen H'ghar,8
2,Ygritte,8
2,Qhorin Halfhand,8
2,Yara Greyjoy,8
2,Gendry,8
2,Brienne of Tarth,8
2,Dagmer Cleftjaw,8
2,Kevan Lannister,8
2,Rickard Karstark,8
2,Grenn,8
2,Eddison Tollett,8
2,Hot Pie,8
2,Ros,8
2,Rorge,8
2,Kovarro,8
2,Rattleshirt,8
2,Hodor,8
2,Biter,8
2,Rickon Stark,8
2,Podrick Payne,8
2,Gregor Clegane,8
2,Matthos Seaworth,8
2,Stark Messenger,8
2,Lannister Torturer,8
2,Stark Guard,8
2,Lannister Captain,8
2,Lannister Soldier,8
2,Tyrion Lannister,9
2,Cersei Lannister,9
2,Tywin Lannister,9
2,Davos Seaworth,9
2,Joffrey Baratheon,9
2,Sansa Stark,9
2,Sandor Clegane,9
2,Stannis Baratheon,9
2,Bronn,9
2,Lord Varys,9
2,Shae,9
2,Hallyne,9
2,Grand Maester Pycelle,9
2,Lancel Lannister,9
2,Matthos Seaworth,9
2,Loras Tyrell,9
2,Armeca,9
2,Dontos Hollard,9
2,Ilyn Payne,9
2,Singing Lannister Soldier,9
2,Tommen Baratheon,9
2,Podrick Payne,9
2,Imry Florent,9
2,Mandon Moore,9
2,Baratheon Officer,9
2,Captain of the Archers,9
2,Baratheon Archer,9
2,Lannister Archer,9
2,Market Trader,9
2,Tyrion Lannister,10
2,Cersei Lannister,10
2,Jaime Lannister,10
2,Catelyn Stark,10
2,Daenerys Targaryen,10
2,Petyr Baelish,10
2,Jorah Mormont,10
2,Jon Snow,10
2,Tywin Lannister,10
2,Bran Stark,10
2,Robb Stark,10
2,Sansa Stark,10
2,Arya Stark,10
2,Theon Greyjoy,10
2,Samwell Tarly,10
2,Joffrey Baratheon,10
2,Margaery Tyrell,10
2,Stannis Baratheon,10
2,Melisandre,10
2,Lord Varys,10
2,Shae,10
2,Maester Luwin,10
2,Grand Maester Pycelle,10
2,Pyat Pree,10
2,Osha,10
2,Jaqen H'ghar,10
2,Qhorin Halfhand,10
2,Brienne of Tarth,10
2,Ygritte,10
2,Xaro Xhoan Daxos,10
2,Gendry,10
2,Talisa Maegyr,10
2,Ros,10
2,Loras Tyrell,10
2,Grenn,10
2,Eddison Tollett,10
2,Hot Pie,10
2,Dagmer Cleftjaw,10
2,Doreah,10
2,Kovarro,10
2,Hodor,10
2,Rickon Stark,10
2,Rattleshirt,10
2,Black Lorren,10
2,Podrick Payne,10
2,Jaqen's Disguise,10
2,Stark Soldier,10
2,Soldier Tom,10
2,Septon,10
2,White Walker,10
2,Rhaego,10
2,Khal Drogo,10
2,Wight,10
3,Tyrion Lannister,1
3,Cersei Lannister,1
3,Daenerys Targaryen,1
3,Jon Snow,1
3,Robb Stark,1
3,Jorah Mormont,1
3,Catelyn Stark,1
3,Petyr Baelish,1
3,Tywin Lannister,1
3,Davos Seaworth,1
3,Stannis Baratheon,1
3,Melisandre,1
3,Margaery Tyrell,1
3,Samwell Tarly,1
3,Joffrey Baratheon,1
3,Sansa Stark,1
3,Talisa Stark,1
3,Shae,1
3,Ygritte,1
3,Jeor Mormont,1
3,Bronn,1
3,Mance Rayder,1
3,Roose Bolton,1
3,Barristan Selmy,1
3,Loras Tyrell,1
3,Qyburn,1
3,Tormund Giantsbane,1
3,Ros,1
3,Rickard Karstark,1
3,Salladhor Saan,1
3,Grenn,1
3,Eddison Tollett,1
3,Podrick Payne,1
3,Kraznys mo Nakloz,1
3,Missandei,1
3,Rast,1
3,Rattleshirt,1
3,Meryn Trant,1
3,Dongo the Giant,1
3,Mirelle,1
3,Boat Commander,1
3,Margaery's Handmaiden,1
3,Orphan Kid,1
3,Warlock,1
3,Unsullied,1
3,Dothraki,1
3,Tyrion Lannister,2
3,Jaime Lannister,2
3,Cersei Lannister,2
3,Jon Snow,2
3,Robb Stark,2
3,Catelyn Stark,2
3,Margaery Tyrell,2
3,Bran Stark,2
3,Joffrey Baratheon,2
3,Sansa Stark,2
3,Arya Stark,2
3,Theon Greyjoy,2
3,Talisa Stark,2
3,Gendry,2
3,Ygritte,2
3,Samwell Tarly,2
3,Jeor Mormont,2
3,Shae,2
3,Sandor Clegane,2
3,Olenna Tyrell,2
3,Mance Rayder,2
3,Orell,2
3,Thoros of Myr,2
3,Brienne of Tarth,2
3,Locke,2
3,Osha,2
3,Roose Bolton,2
3,Ramsay Snow,2
3,Tormund Giantsbane,2
3,Loras Tyrell,2
3,Jojen Reed,2
3,Meera Reed,2
3,Hot Pie,2
3,Rickard Karstark,2
3,Anguy,2
3,Grenn,2
3,Eddison Tollett,2
3,Rast,2
3,Hodor,2
3,Rickon Stark,2
3,Master Torturer,2
3,Riverlands Traveller,2
3,King's Landing Tailor,2
3,Tyrell Servant,2
3,Eddard Stark,2
3,Brotherhood Member,2
3,Tyrion Lannister,3
3,Jaime Lannister,3
3,Cersei Lannister,3
3,Daenerys Targaryen,3
3,Jon Snow,3
3,Robb Stark,3
3,Jorah Mormont,3
3,Catelyn Stark,3
3,Petyr Baelish,3
3,Tywin Lannister,3
3,Stannis Baratheon,3
3,Melisandre,3
3,Theon Greyjoy,3
3,Samwell Tarly,3
3,Arya Stark,3
3,Talisa Stark,3
3,Gendry,3
3,Ygritte,3
3,Jeor Mormont,3
3,Lord Varys,3
3,Bronn,3
3,Sandor Clegane,3
3,Mance Rayder,3
3,Craster,3
3,Barristan Selmy,3
3,Brienne of Tarth,3
3,Orell,3
3,Thoros of Myr,3
3,Brynden Tully,3
3,Edmure Tully,3
3,Tormund Giantsbane,3
3,Grand Maester Pycelle,3
3,Ramsay Snow,3
3,Locke,3
3,Grenn,3
3,Eddison Tollett,3
3,Rast,3
3,Karl Tanner,3
3,Gilly,3
3,Hot Pie,3
3,Ros,3
3,Podrick Payne,3
3,Anguy,3
3,Kraznys mo Nakloz,3
3,Missandei,3
3,Master Torturer,3
3,Greizhen mo Ullhor,3
3,Bolton Soldier,3
3,Craster's Wife,3
3,Craster's Younger Wife,3
3,Marei,3
3,Genna,3
3,Kayla,3
3,Martyn Lannister,3
3,Willem Lannister,3
3,Tortured Slave,3
3,Riverrun Nobleman,3
3,Brotherhood Member,3
3,Night's Watch Officer,3
3,Hoster Tully,3
3,Tyrion Lannister,4
3,Jaime Lannister,4
3,Cersei Lannister,4
3,Daenerys Targaryen,4
3,Jorah Mormont,4
3,Catelyn Stark,4
3,Tywin Lannister,4
3,Margaery Tyrell,4
3,Theon Greyjoy,4
3,Bran Stark,4
3,Sansa Stark,4
3,Arya Stark,4
3,Samwell Tarly,4
3,Gendry,4
3,Joffrey Baratheon,4
3,Sandor Clegane,4
3,Lord Varys,4
3,Jeor Mormont,4
3,Olenna Tyrell,4
3,Craster,4
3,Brienne of Tarth,4
3,Barristan Selmy,4
3,Thoros of Myr,4
3,Beric Dondarrion,4
3,Locke,4
3,Ramsay Snow,4
3,Gilly,4
3,Jojen Reed,4
3,Karl Tanner,4
3,Grenn,4
3,Eddison Tollett,4
3,Rast,4
3,Kraznys mo Nakloz,4
3,Missandei,4
3,Ros,4
3,Anguy,4
3,Greizhen mo Ullhor,4
3,Tyrell Lady,4
3,Bolton Soldier,4
3,Sorcerer,4
3,Brotherhood Member,4
3,Night's Watch Officer,4
3,Steelshanks Walton,4
3,Tyrion Lannister,5
3,Jaime Lannister,5
3,Cersei Lannister,5
3,Daenerys Targaryen,5
3,Jon Snow,5
3,Robb Stark,5
3,Jorah Mormont,5
3,Catelyn Stark,5
3,Petyr Baelish,5
3,Tywin Lannister,5
3,Davos Seaworth,5
3,Stannis Baratheon,5
3,Margaery Tyrell,5
3,Talisa Stark,5
3,Sansa Stark,5
3,Arya Stark,5
3,Gendry,5
3,Ygritte,5
3,Sandor Clegane,5
3,Olenna Tyrell,5
3,Brienne of Tarth,5
3,Barristan Selmy,5
3,Roose Bolton,5
3,Thoros of Myr,5
3,Beric Dondarrion,5
3,Orell,5
3,Qyburn,5
3,Brynden Tully,5
3,Edmure Tully,5
3,Tormund Giantsbane,5
3,Locke,5
3,Loras Tyrell,5
3,Rickard Karstark,5
3,Selyse Baratheon,5
3,Shireen Baratheon,5
3,Missandei,5
3,Grey Worm,5
3,Anguy,5
3,Podrick Payne,5
3,Olyvar,5
3,Martyn Lannister,5
3,Willem Lannister,5
3,Karstark Lookout,5
3,Brotherhood Member,5
3,Steelshanks Walton,5
3,Bathhouse Boy,5
3,Tyrion Lannister,6
3,Jaime Lannister,6
3,Cersei Lannister,6
3,Jon Snow,6
3,Robb Stark,6
3,Catelyn Stark,6
3,Petyr Baelish,6
